quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2	1000	2	15	4	2	2	2	2	3	2	2	2	2	2	2	2	-1.50	-4.25	1.039560	4.612747	0.479053	0.498260	1	0.448954	0.505238
3	1000	3	9	9	1	1	1	1	2	1	1	1	1	1	1	1	-1.00	-4.25	1.040366	4.615971	0.477628	0.448954	1	0.439620	0.505238
4	1000	7	13	10	6	6	6	6	8	6	6	6	6	6	6	6	-1.00	-4.50	1.039560	4.615971	0.479053	0.488886	1	0.448954	0.505238
5	1000	2	9	3	0	0	0	0	1	0	0	0	0	0	0	0	-1.00	-4.25	1.040366	4.615971	0.477628	0.448954	1	0.484202	0.505238
6	1000	0	6	5	0	0	0	0	1	0	0	0	0	0	0	0	-1.00	-4.25	1.039560	4.609524	0.476202	0.427678	1	0.458303	0.505238
7	1000	6	12	12	6	6	6	6	7	6	6	6	6	6	6	6	-1.00	-4.25	1.041172	4.615971	0.479053	0.488886	1	0.439620	0.505238
8	1000	5	8	7	2	2	3	2	2	2	2	2	2	2	2	2	-1.00	-4.50	1.040366	4.617582	0.479053	0.484202	1	0.404370	0.505238
9	1000	5	7	11	4	4	4	4	5	4	4	4	4	4	4	4	-1.00	-4.25	1.040366	4.615971	0.479053	0.488886	1	0.444286	0.505238
10	1000	4	15	19	3	3	3	3	9	3	3	3	3	3	3	3	-1.00	-4.25	1.040366	4.614359	0.477628	0.453627	1	0.458303	0.505238
11	1000	5	6	9	5	5	5	5	5	5	5	5	5	5	5	5	-1.00	-4.25	1.041978	4.619194	0.477628	0.439620	1	0.474846	0.505238
12	1000	6	11	12	5	5	5	5	6	5	5	5	5	5	5	5	-1.00	-4.25	1.039560	4.609524	0.477628	0.467663	1	0.418345	0.505238
13	1000	5	8	7	4	5	4	4	4	4	4	4	4	4	4	4	-1.00	-4.25	1.040366	4.609524	0.474776	0.387693	1	0.467663	0.505238
14	1000	0	23	15	0	0	0	0	2	0	0	0	0	0	0	0	-1.00	-4.25	1.039560	4.611135	0.474776	0.383039	1	0.498260	0.505238
15	1000	4	21	24	4	4	4	4	7	4	4	4	4	4	4	4	-1.00	-4.25	1.041172	4.612747	0.477628	0.458303	1	0.448954	0.505238
16	1000	7	10	7	6	6	6	6	7	6	6	6	6	6	6	6	-1.00	-4.25	1.041172	4.614359	0.479053	0.493570	1	0.448954	0.505238
17	1000	5	15	9	5	5	5	5	5	5	5	5	5	5	5	5	-1.00	-4.25	1.041978	4.615971	0.476202	0.409025	1	0.418345	0.505238
18	1000	6	8	12	5	5	5	5	5	5	5	5	5	5	5	5	-1.00	-4.25	1.041172	4.611135	0.479053	0.502953	1	0.488886	0.505238
19	1000	10	14	13	6	6	6	6	6	6	6	6	6	6	6	6	-1.00	-4.25	1.041978	4.617582	0.479053	0.484202	1	0.479522	0.505238
20	1000	7	9	10	6	6	7	6	6	6	6	6	6	6	6	6	-1.00	-4.25	1.042784	4.620806	0.479053	0.474846	1	0.425642	0.505238
21	1000	7	7	10	5	5	6	5	5	5	5	5	5	5	5	5	-1.00	-4.25	1.042784	4.619194	0.479053	0.479522	1	0.474846	0.505238
22	1000	3	7	7	0	0	0	0	1	0	0	0	0	0	0	0	-1.00	-4.25	1.041978	4.614359	0.528955	1.891613	1	0.462981	0.505238
23	1000	5	11	10	4	4	5	4	5	4	4	4	4	4	4	4	-1.00	-4.25	1.041978	4.615971	0.479053	0.488886	1	0.479522	0.505238
24	1000	2	6	8	2	2	2	2	4	2	2	2	2	2	2	2	-1.00	-4.25	1.041978	4.615971	0.479053	0.488886	1	0.484202	0.505238
25	1000	6	8	8	6	6	6	6	7	6	6	6	6	6	6	6	-1.00	-4.25	1.043590	4.619194	0.477628	0.439620	1	0.310675	0.505238
26	1000	2	5	13	1	1	1	1	2	1	1	1	1	1	1	1	-1.00	-4.25	1.041978	4.614359	0.479053	0.493570	1	0.448954	0.505238
27	1000	4	8	9	3	3	3	3	3	3	3	3	3	3	3	3	-1.00	-4.25	1.042784	4.614359	0.543212	2.291052	1	0.458303	0.505238
28	1000	5	6	3	2	2	3	2	2	2	2	2	2	2	2	2	-1.00	-4.25	1.041978	4.614359	0.479053	0.493570	1	0.444286	0.505238
29	1000	6	7	6	4	4	4	4	4	4	4	4	4	4	4	4	-1.00	-4.25	1.043590	4.619194	0.479053	0.479522	1	0.470172	0.505238
30	1000	6	14	19	4	4	4	4	9	4	4	4	4	4	4	4	-1.00	-4.25	1.042784	4.615971	0.479053	0.488886	1	0.364455	0.505238
31	1000	8	11	12	7	7	7	7	9	7	7	7	7	7	7	7	-1.00	-4.25	1.042784	4.614359	0.477628	0.453627	1	0.472348	0.505238
32	1000	9	13	14	8	8	8	8	11	8	8	8	8	8	8	8	-1.00	-4.25	1.042784	4.611135	0.479053	0.502953	1	0.488886	0.505238
33	1000	3	10	11	3	3	3	3	4	3	3	3	3	3	3	3	-1.00	-4.25	1.043590	4.617582	0.479053	0.484202	1	0.434958	0.505238
34	1000	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	-1.00	-4.25	1.043590	4.617582	0.477628	0.444286	1	0.474846	0.505238
