quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2	1000	6	14	14	0	4	0	0	1	0	0	0	0	0	0	0	-0.50	-3.50	1.070183	4.615971	0.471925	0.289235	0	0.235516	0.232349
3	1000	6	22	15	0	3	1	0	6	0	0	0	0	0	0	0	-0.50	-3.75	1.069377	4.614359	0.471925	0.293853	0	0.244706	0.232349
4	1000	7	21	24	0	3	3	0	3	0	0	0	0	0	0	0	-0.50	-3.75	1.063736	4.591795	0.470499	0.318681	0	0.273908	0.232349
5	1000	6	16	19	0	2	1	0	1	0	0	0	0	0	0	0	-0.50	-3.75	1.069377	4.615971	0.471925	0.289235	0	0.249304	0.232349
6	1000	8	24	13	2	6	4	2	3	2	2	2	2	2	2	2	-0.50	-3.50	1.071795	4.622418	0.471925	0.270801	1	0.129513	0.232349
7	1000	8	21	24	0	3	1	0	3	0	0	0	0	0	0	0	-0.50	-3.75	1.064542	4.596630	0.469073	0.264649	0	0.304747	0.232349
8	1000	6	16	15	0	3	0	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.070183	4.614359	0.471925	0.293853	0	0.289235	0.232349
9	1000	5	12	10	1	4	1	1	1	1	1	1	1	1	1	1	-0.50	-3.50	1.072601	4.624030	0.473350	0.306061	0	0.261604	0.232349
10	1000	6	17	7	0	4	1	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.070183	4.612747	0.469073	0.218555	1	0.209374	0.232349
11	1000	6	17	9	0	5	0	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.070989	4.617582	0.470499	0.244706	0	0.315294	0.232349
12	1000	8	9	10	0	3	1	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.071795	4.617582	0.470499	0.244706	0	0.249304	0.232349
13	1000	9	17	22	0	2	1	0	3	0	0	0	0	0	0	0	-0.50	-3.50	1.070989	4.615971	0.471925	0.289235	0	0.315294	0.232349
14	1000	9	20	13	0	3	1	0	3	0	0	0	0	0	0	0	-0.50	-3.50	1.070989	4.617582	0.471925	0.284623	0	0.289235	0.232349
15	1000	5	21	20	0	2	2	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.070989	4.617582	0.471925	0.284623	1	0.200208	0.232349
16	1000	7	16	25	0	3	1	0	7	0	0	0	0	0	0	0	-0.50	-3.50	1.071795	4.619194	0.470499	0.240110	0	0.270801	0.232349
17	1000	4	14	14	0	2	0	0	3	0	0	0	0	0	0	0	-0.50	-3.50	1.073407	4.624030	0.528955	1.860620	0	0.319914	0.232349
18	1000	3	18	20	0	2	1	0	4	0	0	0	0	0	0	0	-0.50	-3.50	1.070183	4.612747	0.469073	0.218555	0	0.249304	0.232349
19	1000	3	15	8	0	1	0	0	0	0	0	0	0	0	0
