quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
5549	1000	27	36	30	0	7	7	0	2	0	0	0	0	0	0	0	-1.50	-4.75	1.039560	4.670769	0.571727	2.896486	1	2.896486	102.406670
5550	1000	35	32	30	0	7	11	0	7	0	0	2	0	0	0	0	-1.50	-4.75	1.040366	4.672381	0.573153	2.930475	1	2.925007	102.406670
5551	1000	18	28	33	0	3	8	0	6	0	0	1	0	0	0	0	-1.50	-4.75	1.040366	4.670769	0.571727	2.896486	1	2.885573	102.406670
5552	1000	29	30	31	0	7	4	0	6	0	0	1	0	0	0	0	-1.50	-4.75	1.039560	4.669158	0.571727	2.901947	1	2.891027	102.406670
5553	1000	34	27	34	0	5	9	0	10	0	0	1	0	0	0	0	-1.50	-4.75	1.038755	4.667546	0.573153	2.946903	1	2.935947	102.406670
5554	1000	34	32	27	0	6	9	0	3	0	0	0	0	0	0	0	-1.50	-4.75	1.038755	4.664322	0.571727	2.918357	1	2.907414	102.406670
5555	1000	28	32	34	0	7	8	0	4	0	0	0	0	0	0	0	-1.50	-4.75	1.038755	4.667546	0.571727	2.907414	1	2.867925	102.406670
5556	1000	28	26	29	0	7	10	0	3	0	0	1	0	0	0	0	-1.50	-4.75	1.037143	4.659487	0.571727	2.934800	1	2.957874	102.406670
5557	1000	26	21	32	0	7	9	0	4	0	0	0	0	0	0	0	-1.50	-4.75	1.039560	4.669158	0.573153	2.941422	1	2.896486	102.406670
5558	1000	34	37	31	0	8	6	0	8	0	0	0	0	0	0	0	-1.50	-4.75	1.038755	4.665934	0.571727	2.912884	1	2.907414	102.406670
5559	1000	34	30	37	0	8	15	0	3	0	0	1	0	0	0	0	-1.50	-4.75	1.039560	4.667546	0.570302	2.867925	1	2.923834	102.406670
5560	1000	28	32	29	0	9	7	0	6	0	0	1	0	0	0	0	-1.50	-4.75	1.037949	4.662711	0.571727	2.923834	1	2.912884	102.406670
5561	1000	38	27	34	0	8	10	0	7	0	0	2	0	0	0	0	-1.50	-4.75	1.038755	4.667546	0.571727	2.907414	1	2.857023	102.406670
5562	1000	30	29	31	0	8	7	0	8	0	0	1	0	0	0	0	-1.50	-4.75	1.037949	4.662711	0.567450	2.805245	1	2.844774	102.406670
5563	1000	31	30	25	0	7	4	0	4	0	0	0	0	0	0	0	-1.50	-4.75	1.038755	4.669158	0.566024	2.744047	1	2.844774	102.406670
5564	1000	33	23	20	0	7	6	0	2	0	0	0	0	0	0	0	-1.50	-4.75	1.037949	4.662711	0.570302	2.884303	1	2.867925	102.406670
