quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2	1000	30	22	29	0	6	8	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.012967	4.612747	0.499014	1.057672	1	1.043027	1.047011
3	1000	25	24	28	0	6	6	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.622418	0.499014	1.028413	1	1.018687	1.047011
4	1000	19	17	22	0	3	4	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.624030	0.499014	1.023548	1	1.023548	1.047011
5	1000	32	30	22	0	9	4	0	3	0	0	1	0	0	0	0	-2.00	-5.00	1.013773	4.622418	0.499014	1.028413	1	1.023548	1.047011
6	1000	25	29	31	0	11	8	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.625641	0.499014	1.018687	1	1.018687	1.047011
7	1000	24	26	28	0	9	12	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.624030	0.499014	1.023548	0	1.058535	1.047011
8	1000	28	19	22	0	7	7	0	3	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.622418	0.499014	1.028413	1	0.988539	1.047011
9	1000	16	19	17	0	4	3	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.622418	0.494737	0.908790	1	1.023548	1.047011
10	1000	19	22	15	0	8	0	0	1	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.617582	0.497588	1.003111	1	1.038153	1.047011
11	1000	18	19	20	0	4	6	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.499014	1.028413	1	0.899149	1.047011
12	1000	21	27	22	0	7	6	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.624030	0.496162	0.943829	1	1.038153	1.047011
13	1000	20	17	30	0	3	6	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.014579	4.617582	0.499014	1.043027	1	1.028413	1.047011
14	1000	27	21	23	0	6	7	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.624030	0.499014	1.023548	0	1.053664	1.047011
15	1000	22	26	21	0	6	5	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.625641	0.499014	1.018687	1	0.929339	1.047011
16	1000	26	26	33	0	3	13	0	8	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.624030	0.500440	1.063410	1	0.938994	1.047011
17	1000	27	24	31	0	2	6	0	7	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.496162	0.953507	1	0.998251	1.047011
18	1000	29	28	26	0	9	6	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.624030	0.500440	1.063410	0	1.053664	1.047011
19	1000	23	26	18	0	6	7	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.624030	0.499014	1.023548	1	0.958349	1.047011
20	1000	31	39	29	0	10	8	0	12	0	0	2	0	0	0	0	-2.00	-5.00	1.015385	4.622418	0.499014	1.028413	1	0.983689	1.047011
21	1000	24	26	27	0	3	4	0	9	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.624030	0.499014	1.023548	1	1.023548	1.047011
22	1000	22	40	18	0	9	2	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.499014	1.038153	1	1.033283	1.047011
23	1000	24	24	25	0	4	5	0	7	0	0	0	0	0	0	0	-2.00	-5.00	1.014579	4.617582	0.499014	1.043027	1	1.028413	1.047011
24	1000	27	28	20	0	4	9	0	1	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.499014	1.038153	1	1.033283	1.047011
25	1000	23	25	22	0	5	7	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.499014	1.028413	1	1.033283	1.047011
26	1000	16	20	19	0	3	4	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.625641	0.496162	0.938994	1	1.038153	1.047011
27	1000	20	22	33	0	6	10	0	8	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.620806	0.497588	0.993395	1	1.023548	1.047011
28	1000	29	26	34	0	6	7	0	7	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.500440	1.078056	1	0.868916	1.047011
29	1000	25	25	21	0	8	7	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.499014	1.028413	1	1.023548	1.047011
30	1000	20	27	27	0	4	8	0	8	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.624030	0.499014	1.023548	0	1.063410	1.047011
31	1000	27	16	21	0	5	7	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.496162	0.948664	1	1.038153	1.047011
32	1000	25	25	20	0	6	6	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.499014	1.038153	1	1.028413	1.047011
33	1000	32	19	30	0	9	14	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.624030	0.500440	1.063410	1	1.028413	1.047011
34	1000	32	27	29	0	7	9	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.499014	1.033283	1	1.023548	1.047011
35	1000	21	24	22	0	5	4	0	7	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.499014	1.038153	1	1.038153	1.047011
36	1000	25	30	23	0	4	4	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.617582	0.497588	1.003111	1	1.043027	1.047011
37	1000	24	25	23	0	8	4	0	5	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.499014	1.038153	1	1.028413	1.047011
38	1000	35	21	26	0	7	10	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.619194	0.497588	0.998251	1	1.033283	1.047011
39	1000	19	34	16	0	14	2	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.499014	1.033283	0	1.057672	1.047011
40	1000	26	18	29	0	5	8	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.494737	0.908790	1	1.043027	1.047011
41	1000	18	26	19	0	7	8	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.015385	4.617582	0.499014	1.043027	1	1.033283	1.047011
42	1000	17	19	25	0	3	8	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.622418	0.497588	0.988539	1	0.938994	1.047011
43	1000	24	21	26	0	6	6	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.497588	0.993395	1	0.948664	1.047011
44	1000	28	27	23	0	6	9	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.496162	0.953507	1	0.948664	1.047011
45	1000	19	20	19	0	6	3	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.490459	0.793953	1	0.953507	1.047011
46	1000	25	19	26	0	5	9	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.015385	4.617582	0.496162	0.963195	1	0.993395	1.047011
47	1000	32	21	21	0	7	7	0	3	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.496162	0.953507	1	0.943829	1.047011
48	1000	29	24	15	0	7	5	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.625641	0.497588	0.978841	1	0.938994	1.047011
49	1000	25	22	27	0	5	10	0	5	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.493311	0.873730	1	0.972900	1.047011
50	1000	30	23	29	0	6	8	0	9	0	0	2	0	0	0	0	-2.00	-5.00	1.015385	4.617582	0.496162	0.963195	1	0.953507	1.047011
51	1000	19	13	28	0	2	6	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.624030	0.496162	0.943829	1	0.973997	1.047011
52	1000	25	14	18	0	3	7	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.622418	0.496162	0.948664	1	0.978841	1.047011
53	1000	29	24	21	0	7	8	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.622418	0.496162	0.948664	1	0.988539	1.047011
54	1000	23	22	27	0	6	8	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.625641	0.558896	2.692246	1	0.963195	1.047011
55	1000	24	24	18	0	9	1	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.619194	0.496162	0.958349	1	0.988539	1.047011
56	1000	26	21	26	0	5	9	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.496162	0.953507	1	0.948664	1.047011
57	1000	23	28	17	0	10	3	0	1	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.496162	0.953507	1	0.983689	1.047011
58	1000	25	21	20	0	6	4	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.497588	0.993395	1	0.948664	1.047011
59	1000	27	18	22	0	5	6	0	3	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.619194	0.493311	0.878546	1	0.963195	1.047011
60	1000	16	12	12	0	3	3	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.620806	0.497588	0.993395	1	0.943829	1.047011
61	1000	22	26	24	0	5	7	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.496162	0.953507	1	0.983689	1.047011
62	1000	16	17	23	0	2	5	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.622418	0.497588	0.988539	1	0.943829	1.047011
63	1000	19	16	22	0	3	6	0	3	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.493311	0.873730	1	0.972900	1.047011
64	1000	16	19	22	0	6	4	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.619194	0.496162	0.958349	1	0.948664	1.047011
65	1000	28	22	32	0	5	7	0	8	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.622418	0.497588	0.988539	1	0.943829	1.047011
66	1000	26	15	24	0	6	8	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.497588	0.993395	1	0.988539	1.047011
67	1000	18	20	21	0	4	3	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.619194	0.496162	0.958349	1	0.958349	1.047011
68	1000	26	25	28	0	6	8	0	5	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.619194	0.493311	0.878546	1	0.968047	1.047011
69	1000	24	19	15	0	7	4	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.615971	0.494737	0.928117	1	0.953507	1.047011
70	1000	15	25	20	0	7	2	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.622418	0.497588	0.988539	1	0.859303	1.047011
71	1000	31	23	23	0	8	10	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.619194	0.496162	0.958349	1	0.953507	1.047011
72	1000	26	21	19	0	7	4	0	2	0	0	1	0	0	0	0	-2.00	-5.00	1.017802	4.622418	0.497588	0.988539	1	0.983689	1.047011
73	1000	26	19	31	0	5	10	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016191	4.614359	0.494737	0.932956	1	0.972900	1.047011
74	1000	21	21	20	0	9	6	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.619194	0.496162	0.958349	1	0.943829	1.047011
75	1000	21	29	27	0	8	9	0	4	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.619194	0.496162	0.958349	1	0.948664	1.047011
76	1000	24	26	13	0	5	2	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.016191	4.617582	0.496162	0.963195	1	0.958349	1.047011
77	1000	24	27	20	0	8	4	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.497588	0.993395	1	0.968047	1.047011
78	1000	19	14	21	0	4	9	0	2	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.620806	0.497588	0.993395	1	0.983689	1.047011
79	1000	16	22	22	0	4	3	0	6	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.624030	0.497588	0.983689	1	0.973997	1.047011
80	1000	23	21	15	0	6	4	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.617582	0.496162	0.963195	1	0.958349	1.047011
81	1000	21	31	20	0	11	4	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.622418	0.497588	0.988539	1	0.948664	1.047011
82	1000	28	24	22	0	6	5	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.620806	0.494737	0.913618	1	0.928117	1.047011
83	1000	36	25	27	0	10	12	0	7	0	0	3	0	0	0	0	-2.00	-5.00	1.016996	4.617582	0.496162	0.963195	1	0.948664	1.047011
84	1000	21	24	22	0	5	7	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.617582	0.496162	0.963195	1	0.908790	1.047011
85	1000	26	20	25	0	5	7	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.016996	4.617582	0.496162	0.963195	1	0.958349	1.047011
86	1000	25	32	26	0	5	8	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.620806	0.496162	0.953507	1	0.953507	1.047011
87	1000	22	24	22	0	7	7	0	6	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.614359	0.494737	0.932956	1	0.968047	1.047011
88	1000	18	25	24	0	4	6	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.619194	0.497588	0.998251	1	0.948664	1.047011
89	1000	22	18	25	0	5	10	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.018608	4.622418	0.496162	0.948664	1	0.899149	1.047011
90	1000	24	26	29	0	4	4	0	4	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.622418	0.497588	0.988539	1	0.923280	1.047011
91	1000	26	18	24	0	4	6	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.018608	4.622418	0.494737	0.908790	1	0.963195	1.047011
92	1000	30	26	22	0	7	8	0	5	0	0	1	0	0	0	0	-2.00	-5.00	1.017802	4.619194	0.494737	0.918448	1	0.868916	1.047011
93	1000	23	30	20	0	9	5	0	7	0	0	1	0	0	0	0	-2.00	-5.00	1.017802	4.617582	0.493311	0.883364	1	0.913618	1.047011
94	1000	31	28	26	0	8	11	0	7	0	0	2	0	0	0	0	-2.00	-5.00	1.018608	4.620806	0.494737	0.913618	1	0.903968	1.047011
95	1000	21	22	21	0	7	3	0	3	0	0	0	0	0	0	0	-2.00	-5.00	1.018608	4.622418	0.494737	0.908790	1	0.903968	1.047011
96	1000	26	21	20	0	6	6	0	1	0	0	1	0	0	0	0	-2.00	-5.00	1.016996	4.617582	0.493311	0.883364	1	0.968047	1.047011
97	1000	26	21	27	0	4	14	0	2	0	0	1	0	0	0	0	-2.00	-5.00	1.017802	4.615971	0.494737	0.928117	1	0.918448	1.047011
98	1000	24	19	17	0	5	7	0	2	0	0	0	0	0	0	0	-2.00	-5.00	1.017802	4.619194	0.494737	0.918448	1	0.918448	1.047011
