quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
5047	1000	31	29	26	0	7	8	0	3	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.712674	0.651570	4.945979	1	4.933763	102.406670
5048	1000	25	38	29	0	8	10	0	4	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.715898	0.648718	4.855594	1	4.888590	102.406670
5049	1000	35	19	28	0	6	11	0	1	0	0	0	0	0	0	0	-0.50	-3.50	1.094359	4.722344	0.650144	4.870348	1	4.837380	102.406670
5050	1000	20	23	27	0	4	6	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.717509	0.650144	4.888590	1	4.804389	102.406670
5051	1000	24	27	26	0	9	6	0	3	0	0	0	0	0	0	0	-0.50	-3.50	1.094359	4.720733	0.648718	4.837380	1	4.870348	102.406670
5052	1000	23	27	30	0	5	4	0	4	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.717509	0.650144	4.888590	1	4.837380	102.406670
5053	1000	25	19	36	0	3	7	0	0	0	0	0	0	0	0	0	-0.50	-3.50	1.094359	4.722344	0.648718	4.831317	1	4.864276	102.406670
5054	1000	19	21	28	0	5	4	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.717509	0.650144	4.888590	1	4.843447	102.406670
5055	1000	44	26	30	0	13	15	0	3	0	0	1	0	0	0	0	-0.50	-3.50	1.092747	4.717509	0.650144	4.888590	1	4.843447	102.406670
5056	1000	28	31	28	0	10	5	0	5	0	0	0	0	0	0	0	-0.50	-3.50	1.093553	4.720733	0.650144	4.876425	1	4.831317	102.406670
5057	1000	24	27	26	0	5	6	0	2	0	0	0	0	0	0	0	-0.50	-3.50	1.092747	4.715898	0.647292	4.816510	1	4.867758	102.406670
5058	1000	22	22	33	0	7	5	0	4	0	0	2	0	0	0	0	-0.50	-3.50	1.091136	4.712674	0.647292	4.828647	1	4.894679	102.406670
