quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
23	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.506227	5.652308	5.045743	102.475639	1	101.953445	102.406670
24	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.503810	5.644249	5.032912	102.346497	1	102.150375	102.406670
25	1000	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.501392	5.637803	5.032912	102.478317	0	102.445335	102.406670
26	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.498975	5.629744	5.025783	102.479820	0	102.414062	102.406670
27	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.495751	5.623297	5.015803	102.382683	1	102.349640	102.406670
28	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.493334	5.615239	5.012951	102.482521	0	102.416603	102.406670
29	1000	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.491722	5.610404	5.002971	102.352013	1	102.351753	102.406670
30	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.489304	5.605568	5.000119	102.385681	1	102.385406	102.406670
31	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.485275	5.597509	4.995842	102.452919	0	102.419708	102.406670
32	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.482857	5.592674	4.991565	102.453804	1	102.355202	102.406670
33	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	20.00	2.484469	5.583004	4.963050	101.993393	0	102.422852	102.406670
34	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.478022	5.578169	4.978733	102.456459	1	102.389824	102.406670
35	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.476410	5.574945	4.971604	102.357864	1	102.357864	102.406670
36	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.473187	5.566887	4.964476	102.359207	1	102.325851	102.406670
37	1000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.473187	5.565275	4.967327	102.458839	1	102.392593	102.406670
38	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.470769	5.557217	4.963050	102.526657	0	102.493187	102.406670
39	1000	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	22.00	19.75	2.468352	5.553993	4.953070	102.361366	0	102.427452	102.406670
40	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.466740	5.550770	4.954495	102.461510	1	102.328697	102.406670
41	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.464322	5.544323	4.948792	102.462708	0	102.462708	102.406670
42	1000	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.464322	5.549158	4.827603	99.538887	0	102.530479	102.406670
43	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.460293	5.534653	4.940238	102.464508	1	102.397339	102.406670
44	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.460293	5.533041	4.931683	102.298256	1	102.232330	102.406670
45	1000	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	22.00	19.75	2.460293	5.531429	4.928832	102.265190	1	102.298256	102.406670
46	1000	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	22.00	19.75	2.457875	5.524982	4.927406	102.366249	1	102.332619	102.406670
47	1000	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.454652	5.513700	4.923129	102.501862	0	102.535301	102.406670
48	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.453846	5.515312	4.923129	102.468132	0	102.434723	102.406670
49	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.453846	5.513700	4.916000	102.334724	1	102.234207	102.406670
50	1000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.452235	5.510477	4.917426	102.435600	1	102.368706	102.406670
51	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.450623	5.505641	4.890337	101.900841	0	102.471169	102.406670
52	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.448205	5.499195	4.910297	102.504692	1	102.370338	102.406670
53	1000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.447399	5.499195	4.908871	102.471169	1	101.901390	102.406670
54	1000	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	22.00	19.75	2.447399	5.497583	4.906020	102.437950	1	102.370895	102.406670
55	1000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.446594	5.494359	4.898891	102.337906	1	102.371452	102.406670
56	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	20.00	2.444176	5.486301	4.888911	102.272041	1	102.339226	102.406670
57	1000	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.442564	5.483078	4.896039	102.507843	1	102.373100	102.406670
58	1000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.00	19.75	2.442564	5.483078	4.888911	102.339767	1	102.339767	102.406670
59	1000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00	20.00	2.442564	5.481466	4.887485	102.340034	1	102.340294	102.406670
60	1000	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	22.00	20.00	2.439341	5.471796	4.857544	101.836357	0	102.443275	102.406670
