quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
1	1000	23	20	20	0	9	6	0	3	0	0	1	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.506143	1.212994	1	1.208071	1.242260
2	1000	23	24	30	0	6	8	0	6	0	0	2	0	0	0	0	-2.00	-5.25	1.013773	4.630476	0.503291	1.123540	1	1.198234	1.242260
3	1000	22	19	24	0	8	6	0	7	0	0	1	0	0	0	0	-2.00	-5.25	1.013773	4.628865	0.506143	1.208071	0	1.247889	1.242260
4	1000	21	15	24	0	3	7	0	3	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.507568	1.252827	1	1.163345	1.242260
6	1000	27	24	19	0	4	6	0	6	0	0	2	0	0	0	0	-2.00	-5.25	1.013773	4.625641	0.506143	1.217921	1	1.208071	1.242260
7	1000	29	33	25	0	11	4	0	6	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.625641	0.506143	1.217921	1	1.043930	1.242260
8	1000	23	24	18	0	6	7	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.506143	1.212994	1	1.208071	1.242260
9	1000	25	29	27	0	14	5	0	4	0	0	1	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.507568	1.262713	0	1.252827	1.242260
10	1000	32	17	30	0	4	8	0	3	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.622418	0.504717	1.187910	1	1.222853	1.242260
11	1000	27	20	22	0	7	6	0	1	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.625641	0.506143	1.217921	1	1.212994	1.242260
12	1000	27	19	19	0	5	5	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.503291	1.133329	0	1.267660	1.242260
13	1000	29	21	26	0	8	7	0	5	0	0	1	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.507568	1.262713	1	1.182991	1.242260
14	1000	20	24	12	0	9	2	0	3	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.503291	1.133329	0	1.247889	1.242260
15	1000	34	32	36	0	9	14	0	8	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.625641	0.506143	1.217921	1	1.212994	1.242260
16	1000	20	24	26	0	4	6	0	8	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.624030	0.506143	1.222853	0	1.252827	1.242260
17	1000	15	18	19	0	6	4	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.620806	0.503291	1.152947	1	1.237666	1.242260
18	1000	23	33	28	0	8	5	0	8	0	0	2	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.506143	1.222853	1	1.217921	1.242260
19	1000	30	30	23	0	8	6	0	5	0	0	1	0	0	0	0	-2.00	-5.25	1.013773	4.627253	0.507568	1.252827	1	1.203151	1.242260
20	1000	19	12	27	0	0	8	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.013773	4.624030	0.506143	1.222853	1	1.212994	1.242260
21	1000	30	29	22	0	12	5	0	3	0	0	2	0	0	0	0	-2.00	-5.25	1.012161	4.620806	0.506143	1.232725	1	1.222853	1.242260
22	1000	25	17	15	0	5	3	0	5	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.622418	0.506143	1.227786	1	1.182991	1.242260
23	1000	22	32	27	0	4	8	0	6	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.507568	1.262713	1	1.217921	1.242260
24	1000	18	14	24	0	2	4	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.625641	0.506143	1.217921	1	1.212994	1.242260
25	1000	21	24	26	0	5	5	0	4	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.503291	1.143130	1	1.098382	1.242260
26	1000	25	23	20	0	10	4	0	3	0	0	1	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.504717	1.182991	1	1.237666	1.242260
27	1000	30	36	25	0	11	4	0	7	0	0	1	0	0	0	0	-2.00	-5.25	1.012161	4.620806	0.504717	1.192835	1	1.108163	1.242260
28	1000	25	26	28	0	8	6	0	3	0	0	1	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.500440	1.063410	1	1.138228	1.242260
29	1000	19	28	23	0	7	5	0	2	0	0	0	0	0	0	0	-2.00	-5.25	1.012967	4.624030	0.504717	1.182991	1	1.138228	1.242260
30	1000	24	25	25	0	7	7	0	5	0	0	0	0	0	0	0	-2.00	-5.00	1.014579	4.627253	0.503291	1.133329	1	1.208071	1.242260
31	1000	21	32	26	0	9	4	0	8	0	0	0	0	0	0	0	-2.00	-5.25	1.012161	4.622418	0.508994	1.307534	1	1.187910	1.242260
