quad V2.5
time	int	cnt1	cnt2	cnt3	cnt4	1&2	1&3	1&4	2&3	2&4	3&4	1&2&3	1&2&4	1&3&4	2&3&4	1&2&3&4	digTemp	temp	adct	adcr	adcp	pressure	PBS	CurrMeasurement	MeanMeasurement
2	1000	7	9	6	1	6	3	1	2	1	1	2	1	1	1	1	-0.50	-3.75	1.062930	4.624030	0.474776	0.345921	0	0.345921	0.312350
3	1000	7	8	9	4	5	4	4	5	4	4	4	4	4	4	4	-0.50	-3.75	1.062930	4.624030	0.471925	0.266201	0	0.341297	0.312350
4	1000	5	9	9	3	4	3	3	3	3	3	3	3	3	3	3	-0.50	-3.75	1.062930	4.622418	0.473350	0.310675	0	0.341297	0.312350
5	1000	7	9	3	2	7	2	2	3	2	2	2	2	2	2	2	-0.50	-3.75	1.062930	4.620806	0.473350	0.315294	1	0.230925	0.312350
6	1000	7	7	4	3	5	3	3	3	3	3	3	3	3	3	3	-0.50	-3.75	1.063736	4.624030	0.474776	0.345921	0	0.336675	0.312350
7	1000	8	8	5	4	7	4	4	4	4	4	4	4	4	4	4	-0.50	-3.75	1.064542	4.627253	0.474776	0.336675	1	0.287636	0.312350
8	1000	6	7	6	3	6	3	3	4	3	3	3	3	3	3	3	-0.50	-3.75	1.062930	4.622418	0.474776	0.350549	0	0.350549	0.312350
9	1000	5	7	5	0	3	0	0	0	0	0	0	0	0	0	0	-0.50	-3.75	1.064542	4.622418	0.473350	0.310675	0	0.376507	0.312350
10	1000	10	7	6	2	4	4	2	4	2	2	3	2	2	2	2	-0.50	-3.75	1.063736	4.620806	0.474776	0.355182	0	0.345921	0.312350
11	1000	7	9	10	2	3	2	1	4	2	2	1	1	1	2	1	-0.50	-3.75	1.062930	4.619194	0.474776	0.359816	1	0.280012	0.312350
12	1000	6	10	7	0	5	0	0	0	0	0	0	0	0	0	0	-0.50	-3.75	1.061319	4.614359	0.473350	0.333796	0	0.364455	0.312350
13	1000	7	10	10	1	4	2	1	4	1	1	1	1	1	1	1	-0.50	-3.75	1.064542	4.624030	0.471925	0.266201	1	0.301450	0.312350
14	1000	5	12	4	0	3	0	0	2	0	0	0	0	0	0	0	-0.50	-3.75	1.063736	4.620806	0.474776	0.355182	1	0.306061	0.312350
15	1000	8	10	14	2	7	3	2	3	2	2	3	2	2	2	2	-0.50	-3.75	1.064542	4.625641	0.473350	0.301450	0	0.336675	0.312350
16	1000	11	15	10	1	7	2	1	5	1	1	1	1	1	1	1	-0.50	-3.75	1.064542	4.624030	0.471925	0.266201	1	0.257010	0.312350
17	1000	4	16	4	0	4	0	0	1	0	0	0	0	0	0	0	-0.50	-3.75	1.064542	4.624030	0.471925	0.266201	0	0.315294	0.312350
18	1000	4	16	9	1	3	1	1	2	1	1	1	1	1	1	1	-0.50	-3.75	1.062930	4.615971	0.470499	0.249304	1	0.284623	0.312350
19	1000	3	9	7	0	3	0	0	1	0	0	0	0	0	0	0	-0.50	-3.75	1.066154	4.622418	0.473350	0.310675	0	0.336675	0.312350
20	1000	6	8	7	1	3	2	1	3	1	1	1	1	1	1	1	-0.50	-3.75	1.064542	4.620806	0.473350	0.315294	1	0.270801	0.312350
21	1000	6	12	8	1	5	1	1	2	1	1	1	1	1	1	1	-0.50	-3.75	1.063736	4.617582	0.471925	0.284623	1	0.235516	0.312350
22	1000	6	12	10	0	2	1	0	3	0	0	0	0	0	0	0	-0.50	-3.75	1.066154	4.624030	0.481905	0.545223	1	0.280012	0.312350
23	1000	4	9	7	2	3	2	2	3	2	2	2	2	2	2	2	-0.50	-3.75	1.065348	4.622418	0.471925	0.270801	0	0.315294	0.312350
24	1000	6	14	9	0	2	3	0	0	0	0	0	0	0	0	0	-0.50	-3.75	1.065348	4.622418	0.470499	0.230925	1	0.266201	0.312350
25	1000	5	11	7	0	4	0	0	1	0	0	0	0	0	0	0	-0.50	-3.75	1.066154	4.625641	0.473350	0.301450	1	0.301450	0.312350
26	1000	9	13	6	0	8	0	0	0	0	0	0	0	0	0	0	-0.50	-3.75	1.065348	4.622418	0.471925	0.270801	1	0.306061	0.312350
27	1000	4	13	11	0	2	0	0	0	0	0	0	0	0	0	0	-0.50	-3.75	1.066154	4.619194	0.471925	0.280012	1	0.275406	0.312350
28	1000	8	11	14	5	7	5	5	6	5	5	5	5	5	5	5	-0.50	-3.75	1.065348	4.619194	0.473350	0.319914	1	0.249304	0.312350
